EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
20624139,DANCE THEATRE OF TAMPA INC,% DYANE ELKINS,10701 CROSS CREEK BLVD,TAMPA,FL,33647-4035,0,3,3,1000,200305,1,16,0,1,1,202412.0,1,3,1,0,12,1978.0,65747.0,65747.0,A62,
30390529,HILLSBOROUGH COUNTY FIREFIGHTER CHARITIES INC,% CLETUS D SQUIRES III,5425 N 59TH ST,TAMPA,FL,33610-2002,0,3,3,1000,200306,1,15,0,1,1,202412.0,6,4,1,0,12,1039340.0,234526.0,234526.0,T30,
20533117,PROFESSIONAL PHOTOGRAPHERS OF CENTRAL FLORIDA INC,% JULIE FIORETTI HUGHES,860 N ORANGE AVE APT 121,ORLANDO,FL,32801-1035,0,6,3,2000,200202,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S41,
43129839,HOPE WORLDWIDE LTD,% JENNIFER REYES,290 INTERSTATE NORTH CIRCLE SE,ATLANT,GA,30339-2401,3383,3,6,1000,199502,1,15,123000000,1,1,202406.0,7,8,1,0,6,5281902.0,10808480.0,10775808.0,Q300,
10568355,ALAMEDA CONTRA COSTA TRIAL LAWYERS ASSOCIATION,% ACCTLA,4450 MIRA LOMA DR,PITTSBURG,CA,94565-6451,0,6,3,2000,200211,2,0,0,1,1,202412.0,4,4,1,0,12,236076.0,207113.0,207113.0,S41,
10848381,CAMP MACHACEH,,PO BOX 271445,CORP CHRISTI,TX,78427-1445,0,3,3,1000,200512,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
61648798,CLAUDE SCHOOL ALUMNI ASSOCIATION,% MICHAEL L STAVENHAGEN,PO BOX 282,CLAUDE,TX,79019-0282,0,3,3,1000,201405,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B99,
20673727,CHABAD OF SONOMA COUNTY,,2461 SUMMERFIELD RD,SANTA ROSA,CA,95405-7815,0,3,3,7000,200309,1,10,0,1,1,,0,0,6,0,12,,,,X30,
10797012,MEAN STREET MINISTRY,% JAMES FRY,1530 ROUTT ST,LAKEWOOD,CO,80215-2606,0,3,3,1000,200706,1,15,0,1,1,202412.0,4,5,1,0,12,497443.0,851503.0,851503.0,T50,
10865527,LOUISIANA PRAYER INSTITUTE,% WALTER PENNINGTON,71525 JOSEPHINE ST,COVINGTON,LA,70433-8672,0,3,3,1200,200708,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X21,
20761129,IN-TRANSITION MINISTRIES,% CAMILLA RICHARDSON,PO BOX 2151,COLUMBUS,MS,39704-2151,0,3,3,7000,201608,1,10,0,1,1,,0,0,6,0,12,,,,X21,
20703072,HOPE SERVICES,% CINDY BRAY,5426 LAND O LAKES BLVD,LAND O LAKES,FL,34639-3413,0,3,3,1200,201305,1,15,0,1,1,202412.0,6,6,1,0,12,1644672.0,1715454.0,1715454.0,P80,
10939939,ASIAN BUSINESS ALLIANCE,,3137 CASTRO VALLEY BLVD STE 203,CASTRO VALLEY,CA,94546-5552,0,6,3,2000,201108,2,0,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,S41,
10552149,EDWARD K MARTIN FAMILY FOUNDATION INC,% WILLIAM H COLEMAN,11212 MENDOCINO AVE,CLOVIS,CA,93619-9702,0,3,3,1000,200207,1,4,0,1,1,202411.0,6,4,0,1,11,3616692.0,176524.0,,T20,
20550210,JAY PRITZKER FOUNDATION,% CONNIE M LOCK,3737 BUFFALO SPEEDWAY STE 300,HOUSTON,TX,77098-3751,0,3,3,1000,200206,1,4,0,1,1,202412.0,8,8,0,1,12,22082657.0,14912792.0,,T22,
50629099,CENTRAL MISSOURI RETURNED PEACE CORPS VOLUNTEERS,% JOHN HAGER,PO BOX 405,COLUMBIA,MO,65205-0405,0,3,3,1200,201909,1,16,0,1,1,202505.0,0,0,2,0,5,0.0,0.0,0.0,A23,
10608338,MONTEREY SENIOR CITIZENS CENTER,% MONTEREY SENIOR CITIZENS CENTER,105 N ELMORE ST,MONTEREY,TN,38574-1255,0,3,3,1000,200206,1,15,0,1,1,202506.0,3,3,1,0,6,31717.0,87826.0,87826.0,P81,
61759991,SAN TOMAS INC,% DANIEL WHEAT,901 S MO PAC EXPY STE 2-550,AUSTIN,TX,78746-5949,0,7,3,1000,200603,2,0,0,1,1,202412.0,2,4,1,0,12,16739.0,110024.0,110024.0,N50,
20779105,APOSTOLIC CHRISTIAN MINISTRIES INC,% TOUFIC AZAR,1075 S GREEN ST,AVERA,GA,30803-6132,8067,3,9,1000,196007,1,10,1000000,5,1,,1,0,6,0,3,,,,,
43738263,GRACE FELLOWSHIP BIBLE CHURCH,% LOUIS BERTRAND EDWARDS,1003 W HILL AVE,VALDOSTA,GA,31601-5339,0,3,3,7000,200504,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43678043,CANTA LIBRE INC,% SALLY SHORROCK,935 PEBBLE LN,VERO BEACH,FL,32963-1119,0,3,3,1000,200401,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A6B,
10964534,GOOD NEWS INC,% SABINA JOSEPH,4798 S ROUTT CT,LITTLETON,CO,80127-1087,0,3,3,1700,201407,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P12,
20532420,RISING STAR OUTREACH INC,,3355 N UNIVERSITY AVE STE 200A,PROVO,UT,84604-4481,0,3,3,1000,200203,1,15,0,1,1,202503.0,6,6,1,0,3,3358045.0,2455285.0,2424834.0,P30,
10934461,BAHAIS OF YAMHILL COUNTY,% MRS MADELEINE A DURAND,901 W SHERIDAN ST,NEWBERG,OR,97132-6842,9508,3,9,7000,199505,1,10,1000000,1,1,,0,0,6,0,12,,,,,8573 YAMHILL COUNTY
10731545,PI BETA PHI FRATERNITY,% VP OF FINANCE,1154 TOWN AND COUNTRY COMMONS DR,CHESTERFIELD,MO,63017-8200,544,7,9,1000,194205,2,0,36034319,5,1,202406.0,4,4,1,0,6,217747.0,116473.0,114778.0,,CALIFORNIA NU CHAPTER
61724694,TEXANS BRIDGING THE GAP,% SHARWIN BONEY,PO BOX 2239,MISSOURI CITY,TX,77459-9239,0,3,3,1000,200407,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O53,
10804548,COVENANT WORD GOSPEL EVANGELISTIC MINISTRIES,% GLORIA D MAPLES,4572 RIVER VISTA RD,ELLENWOOD,GA,30294-6595,0,3,3,7000,200602,1,10,0,1,1,201912.0,0,0,6,0,12,0.0,0.0,0.0,X21,
10961908,FOREVER FREE MINISTRIES,% DEIDRA MCGRIFF,2701 LITTLE ELM PKWY STE 100 112,LITTLE ELM,TX,75068-6673,0,3,3,1700,202304,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
20814902,UPPER ROOM TEMPLE CHURCH OF CHRIST HOLINESS UNTO THE LORD INC,% JOSEPH L LUMPKIN,99 W ALLEN ST,BAXLEY,GA,31513-0798,0,3,3,7000,200803,1,10,0,1,1,,0,0,6,0,2,,,,X21,
61674229,SECOND CHANCE TEMPLE OF DELIVERANCE MINISTRIES INC,% JACQUELYN R STAFFORD,PO BOX 3235,SHREVEPORT,LA,71133-3235,0,3,3,1000,200403,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10778376,OAK HILLS SOCCER CLUB,% MICHAEL R PETITT,3300 NW 185TH AVE 335,PORTLAND,OR,97229-3406,0,3,3,1000,200309,1,16,0,1,1,202412.0,4,4,1,0,12,201141.0,122721.0,122721.0,N64,
43775539,PURPLE INK MINISTRIES INC,% ONEDIA GAGE,1202 E 1ST ST 14931,HUMBLE,TX,77338-5930,0,3,3,1000,200401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
30464855,SHAMROCK COMMUNITY EDUCATIONAL FOUNDATION INC,% RICHARD HALL,PO BOX 62,SHAMROCK,TX,79079-0062,0,3,3,1000,200301,1,15,0,1,1,202412.0,5,4,1,0,12,908957.0,109714.0,109714.0,B82,
46086134,ALPHA PHI INTERNATIONAL FRATERNITY INC,,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,7,9,1000,196808,2,0,36319040,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,BOSTON ALUMNAE CHAPTER
10908824,GUIDED LIGHT MISSIONARY BAPTIST CHURCH,% DERRYL A STANLEY,3914 KENSINGTON AVE,KANSAS CITY,MO,64130-1544,0,3,3,7000,202207,1,10,0,1,1,202412.0,0,0,6,0,12,0.0,0.0,0.0,X20,
10737587,ALPHA PHI INTERNATIONAL FRATERNITY INC,,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,7,9,1000,194902,2,0,36319040,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,WICHITA FALLS ALUMNAE
30484582,SOUTH HILLS ACADEMY INC,% CHRIS SONKSEN,2585 S MAIN ST,CORONA,CA,92882-5903,0,3,3,2700,201908,1,11,0,1,1,,2,4,13,0,12,,,,B20,
30399423,CORNERSTONE PRAISE CENTER,% ALBERT A AGUILAR,1531 N UNIVERSITY ST,REDLANDS,CA,92374-2639,0,3,3,7000,201204,1,10,0,1,1,,0,0,6,0,12,,,,X20,
43774565,ROBISON FOUNDATION FOR JEWISH ELDER S,,5331 S MACADAM AVE STE 258 PMB 663,PORTLAND,OR,97239-3871,0,3,3,1000,200410,1,17,0,1,1,202406.0,8,6,1,0,12,11667741.0,1390032.0,1535345.0,L11,
30407041,DEBORAH BIRRANE-DANCE,% DEBORAH BIRRANE,10624 68TH AVE S,SEATTLE,WA,98178-2558,0,3,3,2100,200206,1,15,0,1,1,202405.0,0,0,2,0,5,0.0,0.0,0.0,A62,
10821026,LEWIS TRANSITIONAL HOMES,% WILLIAM G LEWIS,2220 NW 41ST AVE,COCONUT CREEK,FL,33066-2018,0,3,3,1000,202309,1,15,0,1,1,,0,0,2,0,12,,,,L12,
56003964,EDWIN REYNOLDS TR UW CL 13 & 7 2-1238 FBO EDWIN REYNOLDS CHARITY,% FLEET NATIONAL BANK,PO BOX 653067,DALLAS,TX,75265-3067,0,92,0,1000,0,0,0,0,0,12,202412.0,4,3,0,1,12,388702.0,92113.0,,,FLEET NATIONAL BANK
30433180,LOS ANGELES COMMUNITY BUILDERS INC,% LOUIS EKSTEEN,14800 SHERMAN WAY,VAN NUYS,CA,91405-2233,0,3,3,1700,200209,1,15,0,1,1,,2,4,13,0,12,,,,L20,
61619630,ACADEMIC ALTERNATIVE EDUCATION INC,% ACADEMIC HIGH SCHOOL,7777 GLADES RD STE 100,BOCA RATON,FL,33434-4150,0,3,3,2000,200906,1,11,0,1,1,202412.0,3,3,1,0,12,42185.0,71158.0,71158.0,B25,
60989536,NATIONAL ASSOCIATION OF GOVERNMENT EMPLOYEES,% MRS LINDA SPECTOR,4922 VIA ANDREA,THOUSAND OAKS,CA,91320-6800,2480,5,9,3000,197305,2,0,263000000,5,1,202508.0,0,0,2,0,8,0.0,0.0,0.0,,12-033-NAGE NAWC PORT HUENEME CA
30467307,FELINE NETWORK OF THE CENTRAL COAST,% DIANNE C BRINK,PO BOX 526,SN LUIS OBISP,CA,93406-0526,0,3,3,1400,200209,1,15,0,1,1,202412.0,6,5,1,0,12,1135482.0,559352.0,327949.0,D20,
10660562,NOURISHING FUTURES,% ERIC PONCELET,1988 WILD OAK LN,CHICO,CA,95928-4027,0,3,3,1000,200206,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O50,
46312563,GEORGE W DAVENPORT CHARITABLE TR FRANKLIN COUNTY TRUST TR C/O SHAWM,% SHAWMUT TRUST DIV 6-15,PO BOX 653067,DALLAS,TX,75265-3067,0,3,3,1000,0,1,4,0,5,12,202412.0,5,4,0,1,12,522913.0,134757.0,,,
43166031,FIVE TALENT FUND,% HERBERT W MOLLER,6630 17TH AVENUE CT W,BRADENTON,FL,34209-7845,0,3,3,1000,199302,1,4,5560029,2,1,202412.0,4,4,0,1,12,244908.0,285095.0,,,
46024320,LEWIS N GILBERT TRUST UW 1 20224 06 FBO,% FLEET PRIVATE CLIENTS GROUP,PO BOX 653067,DALLAS,TX,75265-3067,0,92,3,1000,197012,0,0,909000000,6,12,202408.0,7,5,0,1,8,6588630.0,657012.0,,,LANE HOSPITAL
10554139,BATON ROUGE CAPITAL CONFLICT OFFICE INC,% DAVID PRICE,222 ST LOUIS STREET,BATON ROUGE,LA,70802-5817,0,3,3,1000,200205,1,15,0,1,1,202412.0,5,1,2,0,12,740022.0,6578.0,6578.0,I80,
10717802,GLOBAL VISION CITADELLE MINISTRIES,% TODD CARTER,PO BOX 880817,PORT ST LUCIE,FL,34988-0817,0,3,3,1000,200406,1,15,0,1,1,202412.0,4,6,1,0,12,242257.0,1096262.0,1096262.0,Q30,
30607678,ANGELIC NUTRITION SERVICES,% HATTIE LONG,311 LINDSEY LN,GRAND PRAIRIE,TX,75052-4825,0,3,3,2100,200702,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,K40,
20721244,INSTITUTE OF CLASSICAL ARCHITECTURE AND ART INC,% LYNN AMOROSO,575 PHARR RD NE UNIT 12124,ATLANTA,GA,30355-4024,4342,3,9,1000,199706,1,15,0,1,1,202412.0,5,5,1,0,12,658587.0,532921.0,340661.0,,SOUTHEASTERN CHAPTER OF THE ICAA
43622052,LIVING WATER FAMILY WORSHIP CENTER,% LUTHER K MARSHAL,PO BOX 5267,DALLAS,TX,75208-9267,0,3,3,7000,200206,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43814414,BEACHES SUMMERTIME CRUISIN,% MARK MATTHIAS,2512 E EVERGREEN BLVD,VANCOUVER,WA,98661-4323,0,3,3,1200,200703,1,16,0,1,1,202412.0,4,5,1,0,12,186434.0,617422.0,483694.0,T30,
20773133,KANSAS GRAZING LANDS COALITION INC,% TED ALEXANDER,PO BOX 29,COTTONWD FLS,KS,66845-0029,0,3,3,2100,201403,1,15,0,1,1,202412.0,4,6,1,0,12,423346.0,1427143.0,1427143.0,K20,
16058647,TRUST U/W MARGARET L BOYLE NECT,% NORSTAR TRUST CO,PO BOX 653067,DALLAS,TX,75265-3067,0,3,3,1000,201101,1,4,928000000,2,1,202504.0,6,4,0,1,4,1411806.0,292947.0,,T22,
46008160,ELLERY STEDMAN TRUST 211-099008532705,,PO BOX 653067,DALLAS,TX,75265-3067,0,92,0,1000,0,0,0,0,0,12,202409.0,5,3,0,1,9,742498.0,82553.0,,,FLEET NATIONAL BANK
43785134,FRIENDS OF THE GUNTER LIBRARY AND MUSEUM,,110 S STATE HWY 289 SUITE 4,GUNTER,TX,75058-4281,0,3,3,2000,201501,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B11,
20545309,ETERNAL AWAKENINGS,% JAMES WELCH,306 SAINT PAUL ST,GONZALES,TX,78629-4056,0,3,3,7000,201407,1,16,0,1,1,202408.0,4,4,1,0,8,387027.0,168858.0,168858.0,X99,
20781707,PTA TEXAS CONGRESS,% ALEC PALMER,3550 KELLER HICKS RD,FORT WORTH,TX,76244-9618,1889,3,9,2000,196709,1,16,59035000,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,B94O,TRINITY SPRINGS MIDDLE SCHOOL
46114500,THE CMS FUND,% ROBBY D GUNSTREAM,312 E PINE ST,MISSOULA,MT,59802-4624,0,3,3,1000,199408,1,16,120123000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A68Z,
30449853,WOODLAND HILLS FAMILY CHURCH,% TED CUNNINGHAM,3953 GREEN MOUNTAIN DR,BRANSON,MO,65616-8555,0,3,3,7000,200510,1,10,0,1,1,,0,0,6,0,12,,,,X20,
50454409,HAITI ENDOWMENT FUND,% KEVIN BITHER,21151 RIO LINDA RD,TEMECULA,CA,92590-4232,0,3,3,1000,199106,1,15,6000000,1,1,202506.0,6,5,1,0,6,1341938.0,723839.0,723839.0,Q123,
30436586,LOCAL 2315 RETIREE BENEFIT VEBA FUND TR,,PO BOX 291745,DAVIE,FL,33329-1745,0,9,3,1000,201501,2,0,0,2,1,202405.0,6,5,1,0,5,4801438.0,680836.0,680836.0,Y20,BUNCE JIM TTEE
10905612,FREEDOM CHRISTIAN ACADEMY INC,,PO BOX 6010,KNOXVILLE,TN,37914-0010,0,3,3,7200,200902,1,11,0,1,1,,0,0,13,0,8,,,,B20,
43597267,FIRST BAPTIST OF PINE MOUNTAIN,,PO BOX 638,PINE MOUNTAIN,GA,31822-0638,1702,3,9,7000,196412,1,10,1029000,5,1,,0,0,6,0,12,,,,,
10944172,GUEYDAN CRAWFISHERMENS SCHOLARSHIP INC,% LEO SMITH,8628 F T SMITH RD,GUEYDAN,LA,70542-5404,0,3,3,1200,201104,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B82,
50575732,ALLIANCE FOR ARIZONA ANIMAL PROTECTION,% SHERRY CELINE,15411 W WADELL ROAD STE 102/150,SURPRISE,AZ,85379-5170,0,3,3,1000,200410,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,MPCA POSSE
30357311,MANN FAMILY FOUNDATION,% JOHN R MANN JR,800 GREENSWARD COURT I-201,DELRAY BEACH,FL,33445-9037,0,3,3,1000,199808,1,4,602000000,1,1,202412.0,4,4,0,1,12,311950.0,144138.0,,T20Z,
30564240,MCKINLEY SCHOOL FOUNDATION OF SAN DIEGO,% ANTHONY D SIDOTTI,3045 FELTON ST,SAN DIEGO,CA,92104-5218,0,3,3,1000,200508,1,15,0,1,1,202506.0,4,4,1,0,6,126881.0,365590.0,290981.0,B112,
61658601,WHITEWRIGHT ATHLETIC BOOSTER CLUB,% KIM FLOYD,PO BOX 888,WHITEWRIGHT,TX,75491-0888,0,3,3,2000,201507,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B20,
43804622,RAIN DROP FOUNDATION ARIZONA,% LORRIE RANDLE,1933 W YEARLING RD,PHOENIX,AZ,85085-8629,0,3,3,2000,200502,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
26007721,ROBBINS ELWIN HOSPITAL FUND,% BANK OF AMERICA,PO BOX 653067,DALLAS,TX,75265-3067,0,92,3,1000,0,0,0,909000000,6,12,202412.0,4,3,0,1,12,231516.0,54314.0,,,
10634033,SELMA VOLUNTEER FIRE DEPT,% KENNY WATSON,323 HIGHWAY 293,TILLAR,AR,71670-9405,0,3,3,1000,200207,1,15,0,1,1,202412.0,4,2,2,0,12,270193.0,24739.0,24739.0,M24,
10768932,BROKEN WALLS INTERNATIONAL INC,% MATTHEW P STARKENBURG,1420 NW GILMAN BLVD 2241,ISSAQUAH,WA,98027-5394,0,3,3,1000,200405,1,16,0,1,1,202412.0,1,1,2,0,12,3308.0,4635.0,4635.0,Q33,
10681140,FIVE FOLD MINISTRY CHURCH INC,% HOWARD L KNOX,PO BOX 890223,OKLAHOMA CITY,OK,73189-0223,0,3,3,7000,200508,1,10,0,1,1,,0,0,6,0,12,,,,X21,
43027864,SOCIETY FOR PEDIATRIC AND PERINATAL EPIDEMIOLOGIC RESEARCH,%DR L VAN MARTER JPN BRIGHAM & WMNS,PO BOX 1831,EAGLE,ID,83616-9107,0,3,3,1000,199009,1,15,123000000,1,1,202406.0,4,4,1,0,6,294176.0,161704.0,161704.0,,
20595119,INSTITUTO DE MEXICO,,1281 STAR DR NE,BROOKHAVEN,GA,30319-3415,0,3,3,2000,200407,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A23,
30608214,FAITH CHRISTIAN FELLOWSHIP CHURCH OF BEDFORD,,PO BOX 211054,BEDFORD,TX,76095-8054,0,3,3,7000,200705,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10892003,ENDERTA REGIONAL DEVELOPMENT ASSOCIATION NONPROFIT,,PO BOX 111706,AURORA,CO,80042-1706,0,3,3,1000,201402,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,
50577321,JAZZ ORGAN FELLOWSHIP,% PETE FALLICO,1210 HERMOSA WAY,SAN JOSE,CA,95125-3511,0,3,3,1000,200408,1,15,0,1,1,202306.0,0,0,2,0,6,0.0,0.0,0.0,A68,
46008853,DAVID S LYNCH FUND,% FLEET PRIVATE CLIENTS GROUP,PO BOX 653067,DALLAS,TX,75265-3067,0,92,0,1000,0,0,0,928000000,5,12,202409.0,5,3,0,1,9,615632.0,79586.0,,,BANKBOSTON N A
30416262,PRAIRIE COUNTY ECONOMIC DEVELOPMENT COUNCIL,% SHARLA SACKMAN,PO BOX 7,TERRY,MT,59349-0007,0,3,3,1000,200604,1,11,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S31,
20809069,ASSOCIATION OF EXPERIMENTAL ROCKETRY OF THE PACIFIC,% WILLIAM KELLERMANN,1117 MONROE CT,SANTA ROSA,CA,95404-3500,0,3,3,1200,200712,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,U20,AERO-PAC
10910499,FLY LIKE AN EAGLE OUTREACH INC,% JOLLY GLOVER,9942 CULVER BLVD UNIT 3,CULVER CITY,CA,90232-4100,0,3,3,1000,201506,1,15,0,1,1,202412.0,0,2,2,0,12,0.0,10000.0,0.0,P20,
43773562,TWHS HIGHSTEPPER PARENTS CLUB INC,,PO BOX 132561,SPRING,TX,77393-2561,0,3,3,1200,200404,1,16,0,1,1,202505.0,3,4,1,0,5,58154.0,119037.0,107575.0,N99,
43825396,CAREGIVER COMPASSION GROUP,% ROBERTA A BOLLINGER,916 W 8TH ST,SANTA ROSA,CA,95401-5334,0,3,3,1200,202207,1,16,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,E70,
46513309,MILTON E ELLISON TR UW FBO ST JOHNS EPISCOPAL CHURCH OF FALL,% BANK OF AMERICA,PO BOX 653067,DALLAS,TX,75265-3067,0,3,3,1000,198503,1,4,602000000,2,1,202412.0,5,4,0,1,12,811606.0,199512.0,,,
50564588,FOXX FAMILY FOUNDATION INC,% CARRELL FOXX LISLE,1187 LAUREL LOOP NE,ALBUQUERQUE,NM,87122-1185,0,3,3,1000,200305,1,4,0,1,1,202412.0,4,2,0,1,12,184564.0,15333.0,,T20,
43595181,CHRISTIAN METHODIST EPISCOPAL CHURCH,,2991 COUNTY RD 13,HAMILTON,AL,35570-0000,8511,3,9,7000,198009,1,10,1002000,5,1,,0,0,6,0,12,,,,,MT ZION 2
10966281,IGLESIA CRISTIANA DEL DIOS VIVIENTE,% REYNALDO MORA,311 MAIN ST PMB 1019,WATSONVILLE,CA,95076-4601,0,3,3,7000,201008,1,10,0,1,1,202312.0,1,0,6,0,12,1.0,0.0,0.0,X20,
43677200,GLOBAL RESOURCE ALLIANCE INC,% LYNDON R HEBENSTREIT,963 OSO RD,OJAI,CA,93023-9514,0,3,3,1200,200307,1,15,0,1,1,202412.0,4,4,1,0,12,150360.0,267070.0,267070.0,Q33,
61778299,COLORADO 4-H FOUNDATION INC,% SONIA EYRE,9841 INSPIRATION DR,PARKER,CO,80138-8541,5947,3,9,2000,201308,1,15,149349000,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,THE RISING STARS
30425839,BUDDHIST COMMUNITY OF OREGON,% TUAN NGUYEN AK THICH MINH AN,14719 SE POWELL BLVD,PORTLAND,OR,97236-2523,0,3,3,7000,200306,1,10,0,1,1,202412.0,3,5,6,0,12,25678.0,519737.0,519737.0,X50,
10800679,PLEASANT HILL CEMETARY FUND,% DWIGHT WILLIAMS JR,1635 WINDER HWY,DACULA,GA,30019-2219,0,13,3,1000,200401,1,0,0,2,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Y50,
20762295,JIM AND BARBARA TSAY FOUNDATION,% SHYR-JIN TSAY & QUEI-SHIN TSAY,1128 N HILLCREST RD,BEVERLY HILLS,CA,90210-2615,0,3,3,1200,200603,1,4,0,2,1,202412.0,6,4,0,1,12,2712294.0,210884.0,,T20,
43192858,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,155 W COLLEGE DR,CONCORDIA,KS,66901-5207,2628,3,9,1200,197506,1,16,995263059,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,E72C,115 HEART OF AMERICA
20627715,JUNIPER TREE MINISTRIES,% LEWIS LAMAR,2863 FAIRBURN PL SW,ATLANTA,GA,30331-6006,0,3,3,7000,200311,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10734576,DIVINE SPARK INC,% SHIRLEY KINGHORN,11971 BLACK OAK DR,NEVADA CITY,CA,95959-3448,0,3,3,1000,200705,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,K35,
20638782,FOSSETT EVANGELISTIC MINISTRIES INC,% BRIAN FOSSETT,317 LAKEVIEW DR SE,DALTON,GA,30721-6518,0,3,3,7000,200303,1,15,0,1,1,202412.0,2,3,1,0,12,18009.0,57684.0,57684.0,X21,
43829718,COLORADO WYOMING WRITING CENTERS ASSOCIATION,% JUSTIN BAIN,229 SWEET VALLEY CT,LONGMONT,CO,80501-8649,0,3,3,2000,201606,1,16,0,1,1,202306.0,0,0,2,0,6,0.0,0.0,0.0,B03,
10582284,COMMUNITY CONNECTIONS INC,% KAREN JACKSON,2300 WEST PARK PLACE BLVD,STONE MOUNTAIN,GA,30087-6713,0,3,3,1000,200205,1,15,0,1,1,202412.0,6,6,1,0,12,1997225.0,4096357.0,4096357.0,P32,
50543721,ST LUKE HOSPITAL FOUNDATION,% BRENDA MADDOX,PO BOX 12,MARION,KS,66861-0012,0,3,3,1000,200302,1,15,0,1,1,202409.0,5,4,1,0,9,749383.0,192072.0,171388.0,E11,
50611898,IM IN A FAMILY RECEIVING HOME 1 INC,% LINDA MCCAULLA,7415 LITTLE MILL RD,CUMMING,GA,30041-4243,0,3,3,1000,200503,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
46167773,HORACE A MOSES TR FB IND HOME BLIND,% BANK OF AMERICA,PO BOX 653067,DALLAS,TX,75265-3067,0,3,3,1000,196909,1,4,602000000,2,1,202412.0,6,4,0,1,12,1087626.0,265018.0,,,
30480526,EL CAJON FIRE HISTORY AND LEARNING CENTER INC,% JOHN WILKINSON,8012 LAKE ADLON DR,SAN DIEGO,CA,92119-3119,0,3,3,1200,200409,1,15,0,1,1,202412.0,1,1,2,0,12,3954.0,2.0,2.0,A50,
10920860,SAN DIEGO STATE UNIVERSITY CIRCLE K,,5500 CAMPANILE DR,SAN DIEGO,CA,92182-0001,0,3,3,1000,201907,1,16,0,5,1,202405.0,0,0,2,0,5,0.0,0.0,0.0,,
46044236,HERBERT W REED TR UA FBO ASPEN GROVE CEMETERY ET AL,% FLEET INVESTMENT SERVICES,PO BOX 653067,DALLAS,TX,75265-3067,0,92,0,1000,0,0,0,0,0,12,201612.0,4,4,0,0,12,452667.0,189723.0,,,37401403
10629384,SOUTHERN CALIFORNIA PUMAS,% JOHN T NOURSE,107 N REINO ROAD 119,NEWBURY PARK,CA,91320-3710,0,3,3,2000,200302,1,16,0,5,1,202408.0,1,1,2,0,8,130.0,4150.0,4150.0,N63,
30533033,AMERICAN LEGION,% MARK PARKS,PO BOX 257,COLLEGEDALE,TN,37315-0257,925,19,9,1000,194603,1,0,907908000,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,257 DESMOND T DOSS POST
